Gene,Gene name,Cell line,TPM,pTPM,nTPM
ENSG00000114127,XRN1,U2OS,4.4,5.4,4.2
ENSG00000114166,KAT2B,U2OS,5.6,7.0,5.3
ENSG00000114200,BCHE,U2OS,0.2,0.3,0.2
ENSG00000114268,PFKFB4,U2OS,5.0,6.2,4.7
ENSG00000114279,FGF12,U2OS,2.8,3.5,2.7
ENSG00000114302,PRKAR2A,U2OS,21.0,26.2,20.1
ENSG00000114315,HES1,U2OS,23.7,29.5,22.5
ENSG00000114316,USP4,U2OS,18.0,22.5,17.3
ENSG00000114353,GNAI2,U2OS,201.7,251.5,192.9
ENSG00000114374,USP9Y,U2OS,0.0,0.0,0.0
ENSG00000114378,HYAL1,U2OS,0.7,0.9,0.7
ENSG00000114395,CYB561D2,U2OS,21.6,27.0,20.7
ENSG00000114423,CBLB,U2OS,3.3,4.1,3.1
ENSG00000114439,BBX,U2OS,28.4,35.5,27.2
ENSG00000114446,IFT57,U2OS,8.8,11.0,8.5
ENSG00000114450,GNB4,U2OS,24.8,30.9,23.7
ENSG00000114480,GBE1,U2OS,25.1,31.3,24.2
ENSG00000114487,MORC1,U2OS,0.0,0.0,0.0
ENSG00000114491,UMPS,U2OS,3.9,4.9,3.8
ENSG00000114544,SLC41A3,U2OS,24.9,31.1,23.9
ENSG00000114554,PLXNA1,U2OS,29.6,36.8,28.2
ENSG00000114573,ATP6V1A,U2OS,20.3,25.2,19.4
ENSG00000114626,ABTB1,U2OS,5.1,6.3,4.8
ENSG00000114670,NEK11,U2OS,1.5,1.9,1.5
ENSG00000114698,PLSCR4,U2OS,2.4,3.0,2.3
ENSG00000114735,HEMK1,U2OS,12.5,15.6,11.9
ENSG00000114737,CISH,U2OS,2.5,3.1,2.4
ENSG00000114738,MAPKAPK3,U2OS,62.3,77.7,59.8
ENSG00000114739,ACVR2B,U2OS,3.7,4.6,3.5
ENSG00000114771,AADAC,U2OS,1.2,1.5,1.2
ENSG00000114779,ABHD14B,U2OS,64.9,80.9,62.0
ENSG00000114784,EIF1B,U2OS,42.0,52.3,40.4
ENSG00000114812,VIPR1,U2OS,0.6,0.8,0.6
ENSG00000114857,NKTR,U2OS,15.9,19.8,15.2
ENSG00000114859,CLCN2,U2OS,5.2,6.5,5.0
ENSG00000114861,FOXP1,U2OS,14.9,18.6,14.2
ENSG00000114867,EIF4G1,U2OS,202.2,251.8,194.1
ENSG00000114904,NEK4,U2OS,16.8,20.9,16.0
ENSG00000114923,SLC4A3,U2OS,6.6,8.3,6.3
ENSG00000114942,EEF1B2,U2OS,393.5,490.4,379.2
ENSG00000114948,ADAM23,U2OS,8.5,10.6,8.1
ENSG00000114956,DGUOK,U2OS,62.5,77.8,60.0
ENSG00000114999,TTL,U2OS,4.2,5.2,4.0
ENSG00000115008,IL1A,U2OS,0.4,0.5,0.4
ENSG00000115009,CCL20,U2OS,2.7,3.3,2.6
ENSG00000115041,KCNIP3,U2OS,4.6,5.8,4.4
ENSG00000115042,FAHD2A,U2OS,29.9,37.2,28.7
ENSG00000115085,ZAP70,U2OS,0.0,0.0,0.0
ENSG00000115107,STEAP3,U2OS,55.2,68.8,52.5
ENSG00000115112,TFCP2L1,U2OS,0.0,0.0,0.0
ENSG00000115129,TP53I3,U2OS,74.4,92.9,71.2
ENSG00000115137,DNAJC27,U2OS,2.4,3.0,2.3
ENSG00000115159,GPD2,U2OS,26.3,32.8,25.2
ENSG00000115170,ACVR1,U2OS,16.2,20.2,15.5
ENSG00000115194,SLC30A3,U2OS,5.4,6.8,5.1
ENSG00000115207,GTF3C2,U2OS,52.6,65.5,50.3
ENSG00000115211,EIF2B4,U2OS,46.1,57.4,44.3
ENSG00000115216,NRBP1,U2OS,137.7,171.7,131.8
ENSG00000115221,ITGB6,U2OS,0.0,0.0,0.0
ENSG00000115232,ITGA4,U2OS,3.0,3.7,2.9
ENSG00000115233,PSMD14,U2OS,131.3,163.5,126.6
ENSG00000115239,ASB3,U2OS,9.8,12.1,9.4
ENSG00000115241,PPM1G,U2OS,192.6,240.2,185.3
ENSG00000115257,PCSK4,U2OS,0.5,0.6,0.4
ENSG00000115266,APC2,U2OS,1.0,1.3,0.9
ENSG00000115267,IFIH1,U2OS,1.6,2.0,1.5
ENSG00000115275,MOGS,U2OS,43.5,54.1,41.6
ENSG00000115286,NDUFS7,U2OS,60.5,75.5,58.0
ENSG00000115289,PCGF1,U2OS,22.9,28.7,21.9
ENSG00000115297,TLX2,U2OS,4.3,5.3,4.1
ENSG00000115306,SPTBN1,U2OS,78.7,98.1,75.2
ENSG00000115317,HTRA2,U2OS,20.4,25.5,19.6
ENSG00000115318,LOXL3,U2OS,9.5,11.9,9.0
ENSG00000115339,GALNT3,U2OS,0.8,1.0,0.8
ENSG00000115350,POLE4,U2OS,11.8,14.7,11.3
ENSG00000115361,ACADL,U2OS,1.1,1.4,1.0
ENSG00000115365,LANCL1,U2OS,42.8,53.3,40.9
ENSG00000115392,FANCL,U2OS,46.7,58.2,44.9
ENSG00000115414,FN1,U2OS,225.8,281.4,219.0
ENSG00000115415,STAT1,U2OS,53.9,67.2,51.6
ENSG00000115419,GLS,U2OS,124.0,154.9,118.5
ENSG00000115421,PAPOLG,U2OS,1.9,2.4,1.8
ENSG00000115425,PECR,U2OS,2.7,3.3,2.6
ENSG00000115459,ELMOD3,U2OS,4.9,6.1,4.7
ENSG00000115464,USP34,U2OS,43.3,53.9,41.8
ENSG00000115474,KCNJ13,U2OS,0.0,0.0,0.0
ENSG00000115484,CCT4,U2OS,231.3,287.8,222.8
ENSG00000115486,GGCX,U2OS,24.0,30.0,23.0
ENSG00000115507,OTX1,U2OS,1.6,2.0,1.6
ENSG00000115525,ST3GAL5,U2OS,2.9,3.6,2.8
ENSG00000115526,CHST10,U2OS,26.4,32.9,25.3
ENSG00000115556,PLCD4,U2OS,0.0,0.0,0.0
ENSG00000115568,ZNF142,U2OS,9.7,12.2,9.3
ENSG00000115590,IL1R2,U2OS,0.2,0.3,0.2
ENSG00000115592,PRKAG3,U2OS,0.0,0.0,0.0
ENSG00000115594,IL1R1,U2OS,3.2,4.0,3.1
ENSG00000115598,IL1RL2,U2OS,0.0,0.0,0.0
ENSG00000115602,IL1RL1,U2OS,0.5,0.6,0.4
ENSG00000115604,IL18R1,U2OS,0.4,0.5,0.4
ENSG00000115607,IL18RAP,U2OS,0.0,0.0,0.0
ENSG00000115652,UXS1,U2OS,58.0,72.3,55.7
ENSG00000115657,ABCB6,U2OS,0.5,0.7,0.5
ENSG00000115661,STK16,U2OS,16.9,21.1,16.2
ENSG00000115665,SLC5A7,U2OS,0.0,0.0,0.0
ENSG00000115677,HDLBP,U2OS,263.1,328.2,251.4
ENSG00000115687,PASK,U2OS,9.0,11.2,8.6
ENSG00000115705,TPO,U2OS,0.1,0.1,0.1
ENSG00000115718,PROC,U2OS,0.3,0.3,0.2
ENSG00000115738,ID2,U2OS,16.9,21.1,16.2
ENSG00000115750,TAF1B,U2OS,37.3,46.4,35.9
ENSG00000115758,ODC1,U2OS,279.3,347.4,270.7
ENSG00000115760,BIRC6,U2OS,13.0,16.3,12.5
ENSG00000115816,CEBPZ,U2OS,40.7,50.6,39.3
ENSG00000115825,PRKD3,U2OS,38.7,48.2,37.0
ENSG00000115828,QPCT,U2OS,0.1,0.2,0.1
ENSG00000115840,SLC25A12,U2OS,1.7,2.1,1.7
ENSG00000115844,DLX2,U2OS,0.0,0.0,0.0
ENSG00000115850,LCT,U2OS,0.0,0.0,0.0
ENSG00000115896,PLCL1,U2OS,0.0,0.0,0.0
ENSG00000115902,SLC1A4,U2OS,15.9,19.8,15.2
ENSG00000115904,SOS1,U2OS,14.5,18.1,13.9
ENSG00000115944,COX7A2L,U2OS,59.4,74.0,57.1
ENSG00000115963,RND3,U2OS,40.8,50.7,39.5
ENSG00000115966,ATF2,U2OS,14.3,17.8,13.7
ENSG00000115977,AAK1,U2OS,15.0,18.7,14.4
ENSG00000115993,TRAK2,U2OS,14.7,18.3,14.0
ENSG00000116005,PCYOX1,U2OS,38.1,47.6,36.3
ENSG00000116014,KISS1R,U2OS,0.1,0.1,0.0
ENSG00000116016,EPAS1,U2OS,6.8,8.5,6.6
ENSG00000116030,SUMO1,U2OS,135.8,169.1,130.7
ENSG00000116035,VAX2,U2OS,0.6,0.7,0.5
ENSG00000116039,ATP6V1B1,U2OS,0.2,0.3,0.2
ENSG00000116044,NFE2L2,U2OS,46.3,57.6,44.5
ENSG00000116062,MSH6,U2OS,85.9,107.0,82.3
ENSG00000116096,SPR,U2OS,42.0,52.4,40.4
ENSG00000116106,EPHA4,U2OS,5.8,7.2,5.5
ENSG00000116120,FARSB,U2OS,16.9,21.1,16.4
ENSG00000116132,PRRX1,U2OS,2.1,2.7,2.1
ENSG00000116133,DHCR24,U2OS,121.0,150.7,115.5
ENSG00000116141,MARK1,U2OS,1.8,2.3,1.7
ENSG00000116147,TNR,U2OS,0.1,0.1,0.0
ENSG00000116157,GPX7,U2OS,4.1,5.1,3.9
ENSG00000116183,PAPPA2,U2OS,0.7,0.9,0.7
ENSG00000116191,RALGPS2,U2OS,9.8,12.3,9.4
ENSG00000116194,ANGPTL1,U2OS,0.1,0.1,0.1
ENSG00000116199,FAM20B,U2OS,30.2,37.6,28.9
ENSG00000116218,NPHS2,U2OS,0.0,0.0,0.0
ENSG00000116237,ICMT,U2OS,20.5,25.6,19.7
ENSG00000116254,CHD5,U2OS,6.7,8.4,6.4
ENSG00000116260,QSOX1,U2OS,146.1,181.5,141.4
ENSG00000116273,PHF13,U2OS,18.0,22.4,17.3
ENSG00000116288,PARK7,U2OS,334.7,417.0,322.6
ENSG00000116337,AMPD2,U2OS,33.8,42.1,32.5
ENSG00000116353,MECR,U2OS,3.2,4.0,3.1
ENSG00000116396,KCNC4,U2OS,7.2,9.0,6.9
ENSG00000116406,EDEM3,U2OS,5.9,7.3,5.6
ENSG00000116473,RAP1A,U2OS,65.1,81.0,62.8
ENSG00000116478,HDAC1,U2OS,99.6,124.0,95.5
ENSG00000116514,RNF19B,U2OS,10.1,12.5,9.7
ENSG00000116525,TRIM62,U2OS,4.1,5.1,3.9
ENSG00000116539,ASH1L,U2OS,15.5,19.3,14.9
ENSG00000116574,RHOU,U2OS,1.3,1.6,1.2
ENSG00000116584,ARHGEF2,U2OS,30.8,38.4,29.4
ENSG00000116604,MEF2D,U2OS,24.6,30.6,23.7
ENSG00000116649,SRM,U2OS,127.5,158.4,123.6
ENSG00000116661,FBXO2,U2OS,5.0,6.3,4.8
ENSG00000116663,FBXO6,U2OS,1.1,1.4,1.1
ENSG00000116670,MAD2L2,U2OS,117.1,146.0,112.4
ENSG00000116688,MFN2,U2OS,54.6,68.1,52.3
ENSG00000116701,NCF2,U2OS,43.9,54.6,42.3
ENSG00000116703,PDC,U2OS,0.1,0.1,0.1
ENSG00000116704,SLC35D1,U2OS,5.2,6.5,5.0
ENSG00000116711,PLA2G4A,U2OS,1.4,1.8,1.4
ENSG00000116717,GADD45A,U2OS,76.8,95.3,75.6
ENSG00000116731,PRDM2,U2OS,17.8,22.2,17.1
ENSG00000116748,AMPD1,U2OS,0.0,0.0,0.0
ENSG00000116752,BCAS2,U2OS,63.6,79.2,61.5
ENSG00000116761,CTH,U2OS,6.0,7.5,5.7
ENSG00000116771,AGMAT,U2OS,0.3,0.3,0.3
ENSG00000116783,TNNI3K,U2OS,0.0,0.0,0.0
ENSG00000116791,CRYZ,U2OS,30.2,37.6,28.9
ENSG00000116793,PHTF1,U2OS,21.8,27.2,21.0
ENSG00000116809,ZBTB17,U2OS,17.5,21.8,16.8
ENSG00000116819,TFAP2E,U2OS,0.6,0.8,0.6
ENSG00000116824,CD2,U2OS,0.0,0.0,0.0
ENSG00000116833,NR5A2,U2OS,0.3,0.3,0.2
ENSG00000116852,KIF21B,U2OS,3.0,3.8,2.9
ENSG00000116874,WARS2,U2OS,7.9,9.8,7.6
ENSG00000116882,HAO2,U2OS,0.0,0.0,0.0
ENSG00000116906,GNPAT,U2OS,30.7,38.3,29.4
ENSG00000116977,LGALS8,U2OS,18.4,22.9,17.6
ENSG00000116984,MTR,U2OS,8.9,11.1,8.5
ENSG00000116985,BMP8B,U2OS,0.3,0.4,0.3
ENSG00000116990,MYCL,U2OS,7.3,9.2,7.0
ENSG00000117000,RLF,U2OS,11.7,14.6,11.3
ENSG00000117009,KMO,U2OS,0.1,0.2,0.1
ENSG00000117013,KCNQ4,U2OS,0.1,0.2,0.1
ENSG00000117020,AKT3,U2OS,14.6,18.2,14.0
ENSG00000117036,ETV3,U2OS,11.7,14.6,11.2
ENSG00000117054,ACADM,U2OS,24.7,30.7,23.7
ENSG00000117069,ST6GALNAC5,U2OS,4.1,5.1,3.9
ENSG00000117090,SLAMF1,U2OS,0.0,0.0,0.0
ENSG00000117114,ADGRL2,U2OS,32.1,40.1,30.7
ENSG00000117115,PADI2,U2OS,0.0,0.0,0.0
ENSG00000117139,KDM5B,U2OS,5.6,7.0,5.3
ENSG00000117151,CTBS,U2OS,0.1,0.2,0.1
ENSG00000117215,PLA2G2D,U2OS,0.0,0.0,0.0
ENSG00000117228,GBP1,U2OS,0.9,1.2,0.9
ENSG00000117245,KIF17,U2OS,1.9,2.4,1.9
ENSG00000117281,CD160,U2OS,0.4,0.5,0.3
ENSG00000117305,HMGCL,U2OS,13.2,16.4,12.6
ENSG00000117308,GALE,U2OS,73.2,91.2,70.2
ENSG00000117318,ID3,U2OS,84.8,105.8,81.4
ENSG00000117385,P3H1,U2OS,50.5,63.0,48.3
ENSG00000117394,SLC2A1,U2OS,31.6,39.5,30.3
ENSG00000117411,B4GALT2,U2OS,101.3,126.2,96.9
ENSG00000117425,PTCH2,U2OS,0.9,1.1,0.8
ENSG00000117448,AKR1A1,U2OS,82.7,103.2,79.0
ENSG00000117450,PRDX1,U2OS,995.4,1239.9,957.6
ENSG00000117461,PIK3R3,U2OS,10.1,12.6,9.6
ENSG00000117475,BLZF1,U2OS,17.7,22.1,17.1
ENSG00000117479,SLC19A2,U2OS,6.3,7.9,6.1
ENSG00000117480,FAAH,U2OS,0.4,0.6,0.4
ENSG00000117525,F3,U2OS,1.9,2.4,1.9
ENSG00000117528,ABCD3,U2OS,45.5,56.6,43.5
ENSG00000117543,DPH5,U2OS,23.5,29.2,22.5
ENSG00000117592,PRDX6,U2OS,121.5,151.1,117.3
ENSG00000117594,HSD11B1,U2OS,0.1,0.2,0.1
ENSG00000117595,IRF6,U2OS,0.1,0.1,0.1
ENSG00000117601,SERPINC1,U2OS,0.0,0.0,0.0
ENSG00000117620,SLC35A3,U2OS,11.6,14.5,11.2
ENSG00000117643,MAN1C1,U2OS,1.6,2.0,1.5
ENSG00000117650,NEK2,U2OS,54.9,68.4,52.5
ENSG00000117676,RPS6KA1,U2OS,14.0,17.4,13.4
ENSG00000117682,DHDDS,U2OS,26.9,33.6,25.8
ENSG00000117707,PROX1,U2OS,0.6,0.7,0.6
ENSG00000117713,ARID1A,U2OS,43.1,53.9,41.2
ENSG00000117751,PPP1R8,U2OS,45.5,56.8,43.7
ENSG00000117971,CHRNB4,U2OS,0.5,0.6,0.5
ENSG00000117984,CTSD,U2OS,105.3,131.4,100.5
ENSG00000118017,A4GNT,U2OS,0.0,0.0,0.0
ENSG00000118058,KMT2A,U2OS,14.4,18.0,13.8
ENSG00000118094,TREH,U2OS,1.7,2.2,1.6
ENSG00000118113,MMP8,U2OS,0.0,0.0,0.0
ENSG00000118137,APOA1,U2OS,0.7,0.9,0.7
ENSG00000118160,SLC8A2,U2OS,5.0,6.2,4.7
ENSG00000118193,KIF14,U2OS,17.0,21.2,16.2
ENSG00000118197,DDX59,U2OS,10.3,12.9,9.9
ENSG00000118217,ATF6,U2OS,17.9,22.3,17.2
ENSG00000118246,FASTKD2,U2OS,24.4,30.3,23.5
ENSG00000118257,NRP2,U2OS,0.3,0.4,0.3
ENSG00000118260,CREB1,U2OS,25.1,31.3,24.0
ENSG00000118263,KLF7,U2OS,15.2,18.9,14.5
ENSG00000118271,TTR,U2OS,28.0,34.3,29.1
ENSG00000118276,B4GALT6,U2OS,4.4,5.5,4.2
ENSG00000118298,CA14,U2OS,0.3,0.4,0.3
ENSG00000118322,ATP10B,U2OS,0.0,0.0,0.0
ENSG00000118369,USP35,U2OS,6.6,8.3,6.3
ENSG00000118402,ELOVL4,U2OS,3.2,4.0,3.1
ENSG00000118412,CASP8AP2,U2OS,0.8,1.0,0.8
ENSG00000118432,CNR1,U2OS,0.0,0.0,0.0
ENSG00000118482,PHF3,U2OS,28.4,35.4,27.2
ENSG00000118495,PLAGL1,U2OS,29.6,36.8,28.6
ENSG00000118496,FBXO30,U2OS,5.0,6.3,4.8
ENSG00000118503,TNFAIP3,U2OS,4.3,5.3,4.2
ENSG00000118507,AKAP7,U2OS,3.4,4.3,3.3
ENSG00000118508,RAB32,U2OS,56.1,69.8,54.0
ENSG00000118513,MYB,U2OS,2.3,2.8,2.1
ENSG00000118514,ALDH8A1,U2OS,1.7,2.1,1.6
ENSG00000118515,SGK1,U2OS,13.8,17.2,13.2
ENSG00000118518,RNF146,U2OS,15.8,19.7,15.1
ENSG00000118520,ARG1,U2OS,0.0,0.0,0.0
ENSG00000118526,TCF21,U2OS,1.1,1.4,1.1
ENSG00000118564,FBXL5,U2OS,9.4,11.7,9.1
ENSG00000118596,SLC16A7,U2OS,2.6,3.3,2.5
ENSG00000118655,DCLRE1B,U2OS,18.2,22.7,17.5
ENSG00000118689,FOXO3,U2OS,11.5,14.3,11.1
ENSG00000118707,TGIF2,U2OS,14.3,17.9,13.8
ENSG00000118762,PKD2,U2OS,14.0,17.4,13.3
ENSG00000118777,ABCG2,U2OS,1.3,1.7,1.3
ENSG00000118816,CCNI,U2OS,121.8,151.6,116.6
ENSG00000118873,RAB3GAP2,U2OS,9.1,11.3,8.7
ENSG00000118900,UBN1,U2OS,26.9,33.5,25.7
ENSG00000118939,UCHL3,U2OS,36.3,45.1,35.3
ENSG00000118971,CCND2,U2OS,33.9,42.2,32.4
ENSG00000118972,FGF23,U2OS,0.2,0.3,0.2
ENSG00000118985,ELL2,U2OS,20.7,25.7,19.8
ENSG00000118997,DNAH7,U2OS,0.1,0.2,0.1
ENSG00000119004,CYP20A1,U2OS,2.5,3.1,2.4
ENSG00000119041,GTF3C3,U2OS,18.4,23.0,17.6
ENSG00000119042,SATB2,U2OS,5.5,6.9,5.3
ENSG00000119048,UBE2B,U2OS,33.9,42.2,32.7
ENSG00000119121,TRPM6,U2OS,0.5,0.7,0.5
ENSG00000119125,GDA,U2OS,0.3,0.4,0.3
ENSG00000119138,KLF9,U2OS,6.2,7.8,5.9
ENSG00000119139,TJP2,U2OS,39.5,49.2,38.0
ENSG00000119227,PIGZ,U2OS,0.4,0.5,0.4
ENSG00000119231,SENP5,U2OS,13.9,17.3,13.4
ENSG00000119283,TRIM67,U2OS,0.0,0.0,0.0
ENSG00000119321,FKBP15,U2OS,7.2,8.9,6.8
ENSG00000119335,SET,U2OS,506.6,630.8,487.2
ENSG00000119396,RAB14,U2OS,37.4,46.6,36.0
ENSG00000119401,TRIM32,U2OS,18.7,23.3,17.8
ENSG00000119402,FBXW2,U2OS,30.6,38.2,29.4
ENSG00000119403,PHF19,U2OS,62.2,77.5,59.5
ENSG00000119414,PPP6C,U2OS,24.4,30.4,23.5
ENSG00000119421,NDUFA8,U2OS,78.6,98.0,75.3
ENSG00000119431,HDHD3,U2OS,0.1,0.2,0.1
ENSG00000119457,SLC46A2,U2OS,0.0,0.0,0.0
ENSG00000119487,MAPKAP1,U2OS,71.0,88.5,68.3
ENSG00000119508,NR4A3,U2OS,0.3,0.4,0.3
ENSG00000119514,GALNT12,U2OS,0.5,0.6,0.5
ENSG00000119523,ALG2,U2OS,23.1,28.8,22.2
ENSG00000119535,CSF3R,U2OS,0.0,0.0,0.0
ENSG00000119537,KDSR,U2OS,8.8,10.9,8.4
ENSG00000119541,VPS4B,U2OS,24.3,30.2,23.3
ENSG00000119547,ONECUT2,U2OS,1.3,1.7,1.3
ENSG00000119574,ZBTB45,U2OS,6.3,7.9,6.0
ENSG00000119596,YLPM1,U2OS,29.7,37.1,28.5
ENSG00000119614,VSX2,U2OS,0.0,0.0,0.0
ENSG00000119630,PGF,U2OS,11.7,14.6,11.2
ENSG00000119638,NEK9,U2OS,13.1,16.4,12.5
ENSG00000119640,ACYP1,U2OS,60.8,75.9,58.4
ENSG00000119673,ACOT2,U2OS,54.6,68.2,52.4
ENSG00000119684,MLH3,U2OS,5.6,7.0,5.3
ENSG00000119688,ABCD4,U2OS,6.6,8.2,6.2
ENSG00000119689,DLST,U2OS,81.3,101.3,77.8
ENSG00000119699,TGFB3,U2OS,5.6,6.9,5.3
ENSG00000119711,ALDH6A1,U2OS,10.2,12.7,9.7
ENSG00000119714,GPR68,U2OS,0.2,0.2,0.2
ENSG00000119715,ESRRB,U2OS,0.8,1.0,0.7
ENSG00000119718,EIF2B2,U2OS,6.6,8.2,6.3
ENSG00000119723,COQ6,U2OS,23.3,29.1,22.4
ENSG00000119729,RHOQ,U2OS,37.9,47.1,36.4
ENSG00000119737,GPR75,U2OS,2.8,3.5,2.7
ENSG00000119782,FKBP1B,U2OS,7.5,9.4,7.1
ENSG00000119866,BCL11A,U2OS,10.7,13.3,10.3
ENSG00000119899,SLC17A5,U2OS,2.8,3.6,2.7
ENSG00000119912,IDE,U2OS,7.4,9.2,7.0
ENSG00000119919,NKX2-3,U2OS,0.1,0.2,0.1
ENSG00000119927,GPAM,U2OS,3.9,4.9,3.8
ENSG00000119938,PPP1R3C,U2OS,5.2,6.5,4.9
ENSG00000119950,MXI1,U2OS,21.3,26.6,20.4
ENSG00000119969,HELLS,U2OS,22.0,27.5,21.1
ENSG00000119973,PRLHR,U2OS,0.0,0.0,0.0
ENSG00000120049,KCNIP2,U2OS,2.7,3.4,2.5
ENSG00000120053,GOT1,U2OS,53.2,66.2,50.8
ENSG00000120057,SFRP5,U2OS,0.0,0.0,0.0
ENSG00000120068,HOXB8,U2OS,1.6,2.0,1.5
ENSG00000120075,HOXB5,U2OS,3.7,4.6,3.5
ENSG00000120088,CRHR1,U2OS,0.3,0.4,0.3
ENSG00000120093,HOXB3,U2OS,17.1,21.4,16.4
ENSG00000120094,HOXB1,U2OS,0.0,0.0,0.0
ENSG00000120137,PANK3,U2OS,36.4,45.4,34.9
ENSG00000120156,TEK,U2OS,0.5,0.6,0.4
ENSG00000120158,RCL1,U2OS,11.7,14.6,11.3
ENSG00000120251,GRIA2,U2OS,0.1,0.2,0.1
ENSG00000120254,MTHFD1L,U2OS,77.1,96.0,74.2
ENSG00000120265,PCMT1,U2OS,75.9,94.5,73.0
ENSG00000120329,SLC25A2,U2OS,0.0,0.0,0.0
ENSG00000120436,GPR31,U2OS,0.0,0.0,0.0
ENSG00000120437,ACAT2,U2OS,51.8,64.7,49.7
ENSG00000120438,TCP1,U2OS,262.2,326.2,252.5
ENSG00000120457,KCNJ5,U2OS,0.3,0.4,0.3
ENSG00000120519,SLC10A7,U2OS,4.6,5.8,4.5
ENSG00000120539,MASTL,U2OS,32.1,39.9,30.8
ENSG00000120616,EPC1,U2OS,21.2,26.4,20.4
ENSG00000120656,TAF12,U2OS,20.6,25.7,19.9
ENSG00000120662,MTRF1,U2OS,5.1,6.4,4.9
ENSG00000120669,SOHLH2,U2OS,0.9,1.2,0.9
ENSG00000120690,ELF1,U2OS,12.8,16.0,12.2
ENSG00000120693,SMAD9,U2OS,3.2,4.0,3.0
ENSG00000120694,HSPH1,U2OS,57.9,72.0,55.6
ENSG00000120697,ALG5,U2OS,16.4,20.4,15.9
ENSG00000120699,EXOSC8,U2OS,41.7,51.9,40.2
ENSG00000120705,ETF1,U2OS,60.1,74.7,57.9
ENSG00000120727,PAIP2,U2OS,69.7,86.9,66.6
ENSG00000120738,EGR1,U2OS,39.6,49.6,37.8
ENSG00000120805,ARL1,U2OS,31.4,39.1,30.4
ENSG00000120833,SOCS2,U2OS,0.6,0.8,0.6
ENSG00000120837,NFYB,U2OS,14.1,17.6,13.5
ENSG00000120889,TNFRSF10B,U2OS,32.8,40.9,31.6
ENSG00000120899,PTK2B,U2OS,4.1,5.1,3.9
ENSG00000120903,CHRNA2,U2OS,0.1,0.1,0.1
ENSG00000120915,EPHX2,U2OS,4.0,5.0,3.8
ENSG00000120925,RNF170,U2OS,5.0,6.3,4.9
ENSG00000120948,TARDBP,U2OS,180.6,224.8,173.9
ENSG00000120949,TNFRSF8,U2OS,0.9,1.1,0.8
ENSG00000120992,LYPLA1,U2OS,45.4,56.5,43.6
ENSG00000121022,COPS5,U2OS,66.3,82.5,63.8
ENSG00000121039,RDH10,U2OS,11.0,13.8,10.5
ENSG00000121053,EPX,U2OS,0.0,0.0,0.0
ENSG00000121060,TRIM25,U2OS,19.9,24.7,19.1
ENSG00000121064,SCPEP1,U2OS,32.0,39.9,30.5
ENSG00000121075,TBX4,U2OS,0.4,0.5,0.4
ENSG00000121207,LRAT,U2OS,0.1,0.1,0.1
ENSG00000121236,TRIM6,U2OS,28.5,35.6,27.3
ENSG00000121270,ABCC11,U2OS,0.1,0.1,0.1
ENSG00000121281,ADCY7,U2OS,26.5,33.1,25.3
ENSG00000121297,TSHZ3,U2OS,10.0,12.5,9.6
ENSG00000121417,ZNF211,U2OS,4.3,5.4,4.1
ENSG00000121440,PDZRN3,U2OS,1.3,1.7,1.3
ENSG00000121454,LHX4,U2OS,2.5,3.2,2.4
ENSG00000121481,RNF2,U2OS,32.9,41.1,31.6
ENSG00000121486,TRMT1L,U2OS,9.3,11.6,9.0
ENSG00000121552,CSTA,U2OS,14.2,17.6,13.5
ENSG00000121578,B4GALT4,U2OS,25.5,31.8,24.4
ENSG00000121579,NAA50,U2OS,217.4,270.7,209.4
ENSG00000121621,KIF18A,U2OS,24.5,30.5,23.5
ENSG00000121634,GJA8,U2OS,0.0,0.0,0.0
ENSG00000121671,CRY2,U2OS,6.2,7.8,5.9
ENSG00000121691,CAT,U2OS,24.7,30.7,23.5
ENSG00000121742,GJB6,U2OS,0.0,0.0,0.0
ENSG00000121743,GJA3,U2OS,0.0,0.0,0.0
ENSG00000121753,ADGRB2,U2OS,32.1,40.1,30.6
ENSG00000121769,FABP3,U2OS,1.3,1.7,1.3
ENSG00000121774,KHDRBS1,U2OS,137.8,171.6,132.1
ENSG00000121797,CCRL2,U2OS,0.2,0.3,0.2
ENSG00000121858,TNFSF10,U2OS,0.2,0.3,0.2
ENSG00000121879,PIK3CA,U2OS,5.2,6.5,5.0
ENSG00000121897,LIAS,U2OS,9.0,11.2,8.7
ENSG00000121898,CPXM2,U2OS,0.0,0.1,0.0
ENSG00000121966,CXCR4,U2OS,1.0,1.3,1.1
ENSG00000121988,ZRANB3,U2OS,0.8,1.0,0.7
ENSG00000121989,ACVR2A,U2OS,6.4,8.0,6.2
ENSG00000122008,POLK,U2OS,3.2,4.0,3.1
ENSG00000122025,FLT3,U2OS,0.0,0.0,0.0
ENSG00000122033,MTIF3,U2OS,12.3,15.4,11.9
ENSG00000122034,GTF3A,U2OS,60.3,75.1,58.1
ENSG00000122042,UBL3,U2OS,10.7,13.4,10.4
ENSG00000122121,XPNPEP2,U2OS,0.0,0.0,0.0
ENSG00000122145,TBX22,U2OS,0.2,0.3,0.2
ENSG00000122180,MYOG,U2OS,0.0,0.0,0.0
ENSG00000122194,PLG,U2OS,0.0,0.0,0.0
ENSG00000122223,CD244,U2OS,0.0,0.0,0.0
ENSG00000122254,HS3ST2,U2OS,0.0,0.0,0.0
ENSG00000122257,RBBP6,U2OS,20.5,25.5,19.7
ENSG00000122375,OPN4,U2OS,0.0,0.0,0.0
ENSG00000122386,ZNF205,U2OS,12.7,15.9,12.2
