Gene,Gene name,Cell line,TPM,pTPM,nTPM
ENSG00000171873,ADRA1D,U2OS,0.0,0.0,0.0
ENSG00000171885,AQP4,U2OS,0.0,0.0,0.0
ENSG00000171903,CYP4F11,U2OS,1.7,2.2,1.6
ENSG00000171931,FBXW10,U2OS,0.2,0.2,0.2
ENSG00000171940,ZNF217,U2OS,23.7,29.6,22.7
ENSG00000171954,CYP4F22,U2OS,0.8,1.0,0.7
ENSG00000171956,FOXB1,U2OS,0.0,0.0,0.0
ENSG00000171960,PPIH,U2OS,135.2,168.5,130.5
ENSG00000171989,LDHAL6B,U2OS,0.1,0.1,0.1
ENSG00000172007,RAB33B,U2OS,4.1,5.1,3.9
ENSG00000172009,THOP1,U2OS,33.5,41.7,32.2
ENSG00000172016,REG3A,U2OS,13.7,16.8,14.2
ENSG00000172031,EPHX4,U2OS,0.0,0.0,0.0
ENSG00000172037,LAMB2,U2OS,43.8,54.7,41.5
ENSG00000172046,USP19,U2OS,34.5,43.0,32.9
ENSG00000172059,KLF11,U2OS,15.1,18.9,14.5
ENSG00000172071,EIF2AK3,U2OS,5.6,7.0,5.4
ENSG00000172113,NME6,U2OS,31.6,39.4,30.4
ENSG00000172115,CYCS,U2OS,289.4,359.6,279.9
ENSG00000172123,SLFN12,U2OS,25.5,31.8,24.5
ENSG00000172139,SLC9C1,U2OS,0.0,0.0,0.0
ENSG00000172146,OR1A1,U2OS,0.8,1.0,0.8
ENSG00000172175,MALT1,U2OS,8.9,11.1,8.5
ENSG00000172183,ISG20,U2OS,5.6,6.9,5.3
ENSG00000172201,ID4,U2OS,5.3,6.6,5.1
ENSG00000172215,CXCR6,U2OS,0.6,0.7,0.5
ENSG00000172216,CEBPB,U2OS,28.8,35.7,27.9
ENSG00000172232,AZU1,U2OS,0.1,0.2,0.1
ENSG00000172238,ATOH1,U2OS,0.0,0.0,0.0
ENSG00000172239,PAIP1,U2OS,102.9,128.1,98.6
ENSG00000172262,ZNF131,U2OS,32.0,39.8,31.0
ENSG00000172269,DPAGT1,U2OS,22.5,28.0,21.5
ENSG00000172273,HINFP,U2OS,3.9,4.9,3.7
ENSG00000172292,CERS6,U2OS,13.9,17.3,13.4
ENSG00000172296,SPTLC3,U2OS,3.3,4.2,3.2
ENSG00000172315,TP53RK,U2OS,13.4,16.7,13.0
ENSG00000172318,B3GALT1,U2OS,0.2,0.2,0.1
ENSG00000172331,BPGM,U2OS,6.1,7.6,5.9
ENSG00000172336,POP7,U2OS,119.8,149.3,115.6
ENSG00000172350,ABCG4,U2OS,1.0,1.2,0.9
ENSG00000172379,ARNT2,U2OS,5.3,6.6,5.0
ENSG00000172382,PRSS27,U2OS,0.0,0.0,0.0
ENSG00000172432,GTPBP2,U2OS,38.6,48.2,36.9
ENSG00000172456,FGGY,U2OS,3.0,3.8,2.9
ENSG00000172461,FUT9,U2OS,0.3,0.4,0.3
ENSG00000172465,TCEAL1,U2OS,6.8,8.5,6.5
ENSG00000172466,ZNF24,U2OS,20.6,25.7,19.7
ENSG00000172476,RAB40A,U2OS,0.8,1.0,0.8
ENSG00000172482,AGXT,U2OS,0.0,0.0,0.0
ENSG00000172493,AFF1,U2OS,16.2,20.1,15.5
ENSG00000172497,ACOT12,U2OS,0.0,0.0,0.0
ENSG00000172531,PPP1CA,U2OS,229.2,285.9,219.6
ENSG00000172534,HCFC1,U2OS,45.1,56.2,43.3
ENSG00000172543,CTSW,U2OS,0.2,0.2,0.2
ENSG00000172572,PDE3A,U2OS,0.1,0.1,0.1
ENSG00000172575,RASGRP1,U2OS,2.2,2.8,2.1
ENSG00000172594,SMPDL3A,U2OS,3.3,4.1,3.1
ENSG00000172602,RND1,U2OS,0.8,1.0,0.8
ENSG00000172613,RAD9A,U2OS,17.3,21.6,16.5
ENSG00000172680,MOS,U2OS,0.0,0.0,0.0
ENSG00000172732,MUS81,U2OS,19.1,23.9,18.3
ENSG00000172766,NAA16,U2OS,5.0,6.3,4.8
ENSG00000172782,FADS6,U2OS,0.9,1.1,0.9
ENSG00000172789,HOXC5,U2OS,1.2,1.5,1.1
ENSG00000172817,CYP7B1,U2OS,0.8,1.0,0.8
ENSG00000172818,OVOL1,U2OS,0.0,0.0,0.0
ENSG00000172819,RARG,U2OS,21.3,26.6,20.2
ENSG00000172824,CES4A,U2OS,0.0,0.0,0.0
ENSG00000172828,CES3,U2OS,2.8,3.5,2.6
ENSG00000172831,CES2,U2OS,11.9,14.8,11.4
ENSG00000172840,PDP2,U2OS,9.7,12.2,9.3
ENSG00000172845,SP3,U2OS,56.0,69.8,53.7
ENSG00000172878,METAP1D,U2OS,5.9,7.3,5.7
ENSG00000172890,NADSYN1,U2OS,16.8,21.0,16.0
ENSG00000172893,DHCR7,U2OS,66.4,82.8,63.0
ENSG00000172901,LVRN,U2OS,0.0,0.0,0.0
ENSG00000172938,MRGPRD,U2OS,0.0,0.0,0.0
ENSG00000172939,OXSR1,U2OS,33.0,41.2,31.7
ENSG00000172943,PHF8,U2OS,13.6,17.0,13.0
ENSG00000172954,LCLAT1,U2OS,15.2,19.0,14.6
ENSG00000172955,ADH6,U2OS,0.0,0.1,0.0
ENSG00000172977,KAT5,U2OS,31.8,39.7,30.4
ENSG00000172985,SH3RF3,U2OS,10.1,12.5,9.7
ENSG00000172992,DCAKD,U2OS,19.1,23.9,18.2
ENSG00000173039,RELA,U2OS,50.4,62.8,48.4
ENSG00000173064,HECTD4,U2OS,4.9,6.1,4.7
ENSG00000173080,RXFP4,U2OS,0.0,0.0,0.0
ENSG00000173083,HPSE,U2OS,5.9,7.4,5.6
ENSG00000173085,COQ2,U2OS,15.4,19.3,14.8
ENSG00000173120,KDM2A,U2OS,16.1,20.1,15.4
ENSG00000173153,ESRRA,U2OS,17.3,21.5,16.7
ENSG00000173156,RHOD,U2OS,0.3,0.4,0.3
ENSG00000173157,ADAMTS20,U2OS,0.4,0.5,0.4
ENSG00000173171,MTX1,U2OS,39.3,48.9,37.8
ENSG00000173175,ADCY5,U2OS,1.4,1.7,1.3
ENSG00000173193,PARP14,U2OS,9.0,11.3,8.6
ENSG00000173198,CYSLTR1,U2OS,0.0,0.0,0.0
ENSG00000173208,ABCD2,U2OS,0.1,0.1,0.1
ENSG00000173221,GLRX,U2OS,97.6,121.7,93.7
ENSG00000173239,LIPM,U2OS,0.0,0.0,0.0
ENSG00000173253,DMRT2,U2OS,0.0,0.0,0.0
ENSG00000173258,ZNF483,U2OS,1.2,1.5,1.2
ENSG00000173262,SLC2A14,U2OS,2.9,3.6,2.8
ENSG00000173273,TNKS,U2OS,12.0,15.0,11.5
ENSG00000173275,ZNF449,U2OS,2.9,3.6,2.8
ENSG00000173302,GPR148,U2OS,0.0,0.0,0.0
ENSG00000173327,MAP3K11,U2OS,36.6,45.6,35.1
ENSG00000173334,TRIB1,U2OS,7.8,9.7,7.5
ENSG00000173338,KCNK7,U2OS,1.0,1.3,1.0
ENSG00000173402,DAG1,U2OS,70.9,88.4,67.5
ENSG00000173404,INSM1,U2OS,0.1,0.1,0.1
ENSG00000173406,DAB1,U2OS,0.5,0.7,0.5
ENSG00000173418,NAA20,U2OS,62.7,78.0,60.6
ENSG00000173431,RNASE8,U2OS,0.0,0.0,0.0
ENSG00000173473,SMARCC1,U2OS,38.3,47.7,36.6
ENSG00000173482,PTPRM,U2OS,30.9,38.5,29.8
ENSG00000173486,FKBP2,U2OS,108.4,135.1,103.8
ENSG00000173511,VEGFB,U2OS,32.7,40.8,31.2
ENSG00000173517,PEAK1,U2OS,13.0,16.2,12.5
ENSG00000173530,TNFRSF10D,U2OS,0.0,0.1,0.0
ENSG00000173531,MST1,U2OS,0.8,1.0,0.7
ENSG00000173535,TNFRSF10C,U2OS,2.6,3.2,2.4
ENSG00000173540,GMPPB,U2OS,28.9,36.0,27.7
ENSG00000173567,ADGRF3,U2OS,0.5,0.6,0.4
ENSG00000173572,NLRP13,U2OS,0.0,0.0,0.0
ENSG00000173575,CHD2,U2OS,15.0,18.7,14.4
ENSG00000173578,XCR1,U2OS,0.9,1.2,0.9
ENSG00000173585,CCR9,U2OS,0.0,0.0,0.0
ENSG00000173597,SULT1B1,U2OS,1.7,2.1,1.6
ENSG00000173610,UGT2A1,U2OS,0.0,0.0,0.0
ENSG00000173612,GPRC6A,U2OS,0.0,0.0,0.0
ENSG00000173614,NMNAT1,U2OS,3.8,4.7,3.6
ENSG00000173638,SLC19A1,U2OS,16.6,20.7,15.9
ENSG00000173653,RCE1,U2OS,18.9,23.6,18.2
ENSG00000173673,HES3,U2OS,0.0,0.0,0.0
ENSG00000173674,EIF1AX,U2OS,65.1,81.0,62.9
ENSG00000173757,STAT5B,U2OS,10.2,12.7,9.7
ENSG00000173812,EIF1,U2OS,324.8,404.3,313.7
ENSG00000173821,RNF213,U2OS,23.2,29.1,22.2
ENSG00000173846,PLK3,U2OS,7.8,9.8,7.6
ENSG00000173890,GPR160,U2OS,0.4,0.5,0.4
ENSG00000173894,CBX2,U2OS,45.3,56.5,43.1
ENSG00000173917,HOXB2,U2OS,2.9,3.6,2.7
ENSG00000173930,SLCO4C1,U2OS,0.8,1.0,0.7
ENSG00000173976,RAX2,U2OS,0.1,0.2,0.1
ENSG00000173992,CCS,U2OS,18.9,23.6,18.1
ENSG00000174013,FBXO45,U2OS,14.2,17.6,13.7
ENSG00000174080,CTSF,U2OS,4.0,5.0,3.8
ENSG00000174099,MSRB3,U2OS,21.5,26.8,20.6
ENSG00000174123,TLR10,U2OS,0.1,0.1,0.1
ENSG00000174125,TLR1,U2OS,0.5,0.7,0.5
ENSG00000174156,GSTA3,U2OS,0.0,0.0,0.0
ENSG00000174197,MGA,U2OS,13.9,17.4,13.3
ENSG00000174231,PRPF8,U2OS,70.8,88.2,67.9
ENSG00000174243,DDX23,U2OS,55.7,69.5,53.4
ENSG00000174279,EVX2,U2OS,0.0,0.0,0.0
ENSG00000174282,ZBTB4,U2OS,6.0,7.5,5.7
ENSG00000174292,TNK1,U2OS,0.9,1.1,0.8
ENSG00000174306,ZHX3,U2OS,9.2,11.5,8.9
ENSG00000174326,SLC16A11,U2OS,0.1,0.1,0.1
ENSG00000174332,GLIS1,U2OS,0.0,0.0,0.0
ENSG00000174343,CHRNA9,U2OS,0.4,0.6,0.4
ENSG00000174358,SLC6A19,U2OS,0.0,0.0,0.0
ENSG00000174371,EXO1,U2OS,36.8,45.9,35.4
ENSG00000174405,LIG4,U2OS,6.2,7.7,5.9
ENSG00000174437,ATP2A2,U2OS,67.5,84.2,64.5
ENSG00000174444,RPL4,U2OS,1763.0,2199.1,1685.9
ENSG00000174446,SNAPC5,U2OS,38.4,47.9,37.2
ENSG00000174469,CNTNAP2,U2OS,0.0,0.0,0.0
ENSG00000174485,DENND4A,U2OS,8.8,11.0,8.4
ENSG00000174502,SLC26A9,U2OS,0.2,0.2,0.1
ENSG00000174516,PELI3,U2OS,9.2,11.5,8.8
ENSG00000174562,KLK15,U2OS,0.0,0.0,0.0
ENSG00000174576,NPAS4,U2OS,0.1,0.2,0.1
ENSG00000174579,MSL2,U2OS,13.0,16.2,12.5
ENSG00000174600,CMKLR1,U2OS,0.0,0.1,0.0
ENSG00000174607,UGT8,U2OS,17.4,21.7,16.7
ENSG00000174640,SLCO2A1,U2OS,6.3,7.9,6.0
ENSG00000174669,SLC29A2,U2OS,12.4,15.5,11.8
ENSG00000174684,B4GAT1,U2OS,17.3,21.6,16.6
ENSG00000174697,LEP,U2OS,0.1,0.1,0.1
ENSG00000174738,NR1D2,U2OS,36.5,45.4,35.2
ENSG00000174775,HRAS,U2OS,36.3,45.1,35.2
ENSG00000174827,PDZK1,U2OS,1.6,2.0,1.5
ENSG00000174898,CATSPERD,U2OS,0.0,0.0,0.0
ENSG00000174915,PTDSS2,U2OS,5.5,6.9,5.3
ENSG00000174945,AMZ1,U2OS,0.2,0.2,0.2
ENSG00000174951,FUT1,U2OS,2.2,2.7,2.0
ENSG00000174953,DHX36,U2OS,25.6,31.9,24.6
ENSG00000174963,ZIC4,U2OS,0.0,0.0,0.0
ENSG00000174989,FBXW8,U2OS,5.2,6.6,5.0
ENSG00000174990,CA5A,U2OS,0.0,0.0,0.0
ENSG00000175003,SLC22A1,U2OS,0.3,0.4,0.3
ENSG00000175029,CTBP2,U2OS,41.1,51.2,39.4
ENSG00000175040,CHST2,U2OS,3.1,3.9,3.0
ENSG00000175054,ATR,U2OS,4.0,5.0,3.8
ENSG00000175063,UBE2C,U2OS,316.6,394.6,305.0
ENSG00000175066,GK5,U2OS,2.5,3.1,2.4
ENSG00000175073,VCPIP1,U2OS,4.1,5.1,3.9
ENSG00000175087,PDIK1L,U2OS,6.1,7.6,5.8
ENSG00000175093,SPSB4,U2OS,2.9,3.6,2.7
ENSG00000175097,RAG2,U2OS,0.1,0.2,0.1
ENSG00000175104,TRAF6,U2OS,7.8,9.8,7.5
ENSG00000175164,ABO,U2OS,0.3,0.3,0.3
ENSG00000175175,PPM1E,U2OS,1.9,2.4,1.8
ENSG00000175189,INHBC,U2OS,0.2,0.3,0.2
ENSG00000175193,PARL,U2OS,53.0,65.9,51.3
ENSG00000175215,CTDSP2,U2OS,88.5,110.4,84.3
ENSG00000175221,MED16,U2OS,28.6,35.6,27.5
ENSG00000175229,GAL3ST3,U2OS,0.0,0.0,0.0
ENSG00000175283,DOLK,U2OS,10.5,13.1,10.0
ENSG00000175287,PHYHD1,U2OS,2.1,2.7,2.0
ENSG00000175294,CATSPER1,U2OS,2.4,3.0,2.3
ENSG00000175305,CCNE2,U2OS,20.0,25.0,19.3
ENSG00000175309,PHYKPL,U2OS,9.2,11.5,8.8
ENSG00000175325,PROP1,U2OS,0.0,0.0,0.0
ENSG00000175336,APOF,U2OS,0.1,0.1,0.1
ENSG00000175344,CHRNA7,U2OS,10.5,13.1,10.0
ENSG00000175354,PTPN2,U2OS,56.4,70.3,54.3
ENSG00000175390,EIF3F,U2OS,23.1,28.9,22.0
ENSG00000175426,PCSK1,U2OS,0.3,0.4,0.3
ENSG00000175470,PPP2R2D,U2OS,0.9,1.1,0.8
ENSG00000175482,POLD4,U2OS,26.7,33.4,25.6
ENSG00000175497,DPP10,U2OS,1.3,1.7,1.3
ENSG00000175505,CLCF1,U2OS,16.2,20.3,15.5
ENSG00000175514,GPR152,U2OS,0.0,0.0,0.0
ENSG00000175538,KCNE3,U2OS,0.2,0.3,0.2
ENSG00000175548,ALG10B,U2OS,7.1,8.8,6.7
ENSG00000175550,DRAP1,U2OS,440.9,549.0,426.0
ENSG00000175556,LONRF3,U2OS,0.3,0.3,0.2
ENSG00000175564,UCP3,U2OS,1.2,1.6,1.2
ENSG00000175567,UCP2,U2OS,65.7,82.0,62.5
ENSG00000175575,PAAF1,U2OS,15.6,19.4,14.9
ENSG00000175582,RAB6A,U2OS,49.4,61.4,47.4
ENSG00000175591,P2RY2,U2OS,0.3,0.4,0.3
ENSG00000175592,FOSL1,U2OS,40.3,49.9,39.6
ENSG00000175595,ERCC4,U2OS,4.9,6.1,4.7
ENSG00000175634,RPS6KB2,U2OS,27.7,34.5,26.5
ENSG00000175697,GPR156,U2OS,1.7,2.2,1.6
ENSG00000175727,MLXIP,U2OS,13.2,16.4,12.7
ENSG00000175745,NR2F1,U2OS,1.7,2.2,1.7
ENSG00000175756,AURKAIP1,U2OS,121.8,151.4,118.2
ENSG00000175787,ZNF169,U2OS,3.2,4.0,3.1
ENSG00000175792,RUVBL1,U2OS,33.1,41.2,31.9
ENSG00000175806,MSRA,U2OS,1.6,2.0,1.5
ENSG00000175832,ETV4,U2OS,43.7,54.4,42.1
ENSG00000175879,HOXD8,U2OS,7.2,9.0,7.0
ENSG00000175899,A2M,U2OS,4.4,5.5,4.3
ENSG00000175906,ARL4D,U2OS,8.5,10.7,8.2
ENSG00000175931,UBE2O,U2OS,20.1,25.0,19.3
ENSG00000175938,ORAI3,U2OS,3.9,4.8,3.7
ENSG00000176009,ASCL3,U2OS,0.9,1.1,0.8
ENSG00000176014,TUBB6,U2OS,503.5,627.6,486.0
ENSG00000176022,B3GALT6,U2OS,8.7,10.9,8.4
ENSG00000176040,TMPRSS7,U2OS,0.0,0.1,0.0
ENSG00000176046,NUPR1,U2OS,51.7,64.4,49.4
ENSG00000176087,SLC35A4,U2OS,54.2,67.5,51.8
ENSG00000176105,YES1,U2OS,76.2,94.9,72.9
ENSG00000176125,UFSP1,U2OS,2.6,3.3,2.5
ENSG00000176136,MC5R,U2OS,0.3,0.4,0.3
ENSG00000176153,GPX2,U2OS,0.9,1.1,0.8
ENSG00000176165,FOXG1,U2OS,0.0,0.0,0.0
ENSG00000176171,BNIP3,U2OS,25.8,32.1,24.9
ENSG00000176182,MYPOP,U2OS,6.6,8.2,6.3
ENSG00000176248,ANAPC2,U2OS,21.2,26.4,20.3
ENSG00000176293,ZNF135,U2OS,5.0,6.3,4.8
ENSG00000176340,COX8A,U2OS,589.6,735.7,566.0
ENSG00000176371,ZSCAN2,U2OS,21.2,26.5,20.2
ENSG00000176387,HSD11B2,U2OS,0.6,0.7,0.5
ENSG00000176393,RNPEP,U2OS,41.4,51.7,39.6
ENSG00000176444,CLK2,U2OS,13.3,16.6,12.7
ENSG00000176463,SLCO3A1,U2OS,4.3,5.3,4.1
ENSG00000176490,DIRAS1,U2OS,7.7,9.6,7.3
ENSG00000176597,B3GNT5,U2OS,8.8,10.9,8.3
ENSG00000176601,MAP3K19,U2OS,0.0,0.0,0.0
ENSG00000176641,RNF152,U2OS,2.5,3.2,2.4
ENSG00000176678,FOXL1,U2OS,0.0,0.0,0.0
ENSG00000176697,BDNF,U2OS,4.9,6.1,4.8
ENSG00000176749,CDK5R1,U2OS,6.0,7.4,5.7
ENSG00000176783,RUFY1,U2OS,5.8,7.2,5.5
ENSG00000176871,WSB2,U2OS,59.8,74.5,57.4
ENSG00000176884,GRIN1,U2OS,0.0,0.0,0.0
ENSG00000176887,SOX11,U2OS,0.3,0.4,0.3
ENSG00000176890,TYMS,U2OS,627.3,782.7,602.1
ENSG00000176919,C8G,U2OS,0.0,0.0,0.0
ENSG00000176920,FUT2,U2OS,0.7,0.8,0.6
ENSG00000176928,GCNT4,U2OS,0.2,0.2,0.1
ENSG00000176974,SHMT1,U2OS,16.4,20.5,15.8
ENSG00000176978,DPP7,U2OS,23.3,29.1,22.4
ENSG00000176979,TRIM60,U2OS,0.0,0.0,0.0
ENSG00000177000,MTHFR,U2OS,6.4,8.0,6.1
ENSG00000177030,DEAF1,U2OS,4.6,5.8,4.5
ENSG00000177045,SIX5,U2OS,11.6,14.4,11.0
ENSG00000177051,FBXO46,U2OS,13.1,16.3,12.5
ENSG00000177084,POLE,U2OS,28.6,35.8,27.3
ENSG00000177098,SCN4B,U2OS,1.8,2.2,1.7
ENSG00000177119,ANO6,U2OS,23.9,29.8,22.9
ENSG00000177156,TALDO1,U2OS,98.3,122.5,94.4
ENSG00000177191,B3GNT8,U2OS,0.1,0.1,0.1
ENSG00000177200,CHD9,U2OS,9.3,11.6,8.9
ENSG00000177239,MAN1B1,U2OS,25.6,32.0,24.5
ENSG00000177291,GJD4,U2OS,0.8,1.0,0.7
ENSG00000177294,FBXO39,U2OS,0.1,0.2,0.1
ENSG00000177301,KCNA2,U2OS,1.2,1.6,1.2
ENSG00000177302,TOP3A,U2OS,7.1,8.8,6.8
ENSG00000177311,ZBTB38,U2OS,14.6,18.3,14.1
ENSG00000177374,HIC1,U2OS,0.2,0.2,0.2
ENSG00000177380,PPFIA3,U2OS,6.5,8.1,6.2
ENSG00000177414,UBE2U,U2OS,0.0,0.0,0.0
ENSG00000177425,PAWR,U2OS,21.2,26.4,20.4
ENSG00000177426,TGIF1,U2OS,86.4,108.0,82.4
ENSG00000177453,NIM1K,U2OS,0.3,0.4,0.3
ENSG00000177463,NR2C2,U2OS,39.0,48.6,37.3
ENSG00000177464,GPR4,U2OS,1.3,1.7,1.3
ENSG00000177465,ACOT4,U2OS,6.0,7.5,5.8
ENSG00000177468,OLIG3,U2OS,0.0,0.0,0.0
ENSG00000177485,ZBTB33,U2OS,6.3,7.9,6.0
ENSG00000177508,IRX3,U2OS,6.9,8.6,6.6
ENSG00000177511,ST8SIA3,U2OS,0.0,0.0,0.0
ENSG00000177519,RPRM,U2OS,0.0,0.0,0.0
ENSG00000177542,SLC25A22,U2OS,18.9,23.5,18.3
ENSG00000177551,NHLH2,U2OS,0.0,0.0,0.0
ENSG00000177565,TBL1XR1,U2OS,34.8,43.4,33.2
ENSG00000177575,CD163,U2OS,0.0,0.0,0.0
ENSG00000177595,PIDD1,U2OS,8.2,10.3,7.9
ENSG00000177606,JUN,U2OS,32.0,39.8,31.1
ENSG00000177628,GBA,U2OS,36.4,45.5,34.7
ENSG00000177646,ACAD9,U2OS,12.0,14.9,11.5
ENSG00000177663,IL17RA,U2OS,5.6,7.0,5.3
ENSG00000177675,CD163L1,U2OS,2.1,2.7,2.1
ENSG00000177700,POLR2L,U2OS,73.9,92.1,71.2
ENSG00000177707,NECTIN3,U2OS,21.0,26.2,20.2
ENSG00000177732,SOX12,U2OS,34.9,43.4,33.4
ENSG00000177807,KCNJ10,U2OS,0.1,0.2,0.1
ENSG00000177830,CHID1,U2OS,40.5,50.6,38.8
ENSG00000177885,GRB2,U2OS,60.7,75.6,58.5
ENSG00000177889,UBE2N,U2OS,103.1,128.4,99.4
ENSG00000177932,ZNF354C,U2OS,7.1,8.9,6.8
ENSG00000177981,ASB8,U2OS,14.1,17.6,13.5
ENSG00000178028,DMAP1,U2OS,37.7,47.0,36.1
ENSG00000178035,IMPDH2,U2OS,351.8,438.5,337.1
ENSG00000178084,HTR3C,U2OS,0.0,0.0,0.0
ENSG00000178093,TSSK6,U2OS,0.3,0.4,0.3
ENSG00000178105,DDX10,U2OS,21.9,27.3,21.2
ENSG00000178127,NDUFV2,U2OS,177.0,220.4,170.6
ENSG00000178177,LCORL,U2OS,4.3,5.4,4.2
ENSG00000178201,VN1R1,U2OS,0.1,0.1,0.1
ENSG00000178222,RNF212,U2OS,0.0,0.1,0.0
ENSG00000178226,PRSS36,U2OS,0.1,0.1,0.1
ENSG00000178295,GEN1,U2OS,13.6,17.0,12.9
ENSG00000178301,AQP11,U2OS,4.0,5.0,3.9
ENSG00000178342,KCNG2,U2OS,0.1,0.1,0.1
ENSG00000178394,HTR1A,U2OS,0.0,0.0,0.0
ENSG00000178403,NEUROG2,U2OS,0.0,0.0,0.0
ENSG00000178445,GLDC,U2OS,0.4,0.5,0.4
ENSG00000178462,TUBAL3,U2OS,0.0,0.0,0.0
ENSG00000178467,P4HTM,U2OS,6.2,7.7,5.9
ENSG00000178498,DTX3,U2OS,16.7,20.8,15.9
ENSG00000178538,CA8,U2OS,0.3,0.4,0.3
ENSG00000178562,CD28,U2OS,0.1,0.2,0.1
ENSG00000178568,ERBB4,U2OS,0.0,0.1,0.0
ENSG00000178573,MAF,U2OS,6.9,8.6,6.5
ENSG00000178607,ERN1,U2OS,4.1,5.1,3.9
ENSG00000178691,SUZ12,U2OS,34.0,42.4,32.7
ENSG00000178726,THBD,U2OS,0.5,0.6,0.5
ENSG00000178741,COX5A,U2OS,219.6,273.4,211.5
ENSG00000178764,ZHX2,U2OS,7.0,8.7,6.7
ENSG00000178772,CPN2,U2OS,2.5,3.2,2.4
ENSG00000178773,CPNE7,U2OS,0.3,0.4,0.3
ENSG00000178802,MPI,U2OS,20.0,24.9,19.1
ENSG00000178814,OPLAH,U2OS,6.0,7.5,5.8
ENSG00000178896,EXOSC4,U2OS,69.3,86.3,66.9
ENSG00000178913,TAF7,U2OS,65.1,81.1,62.4
ENSG00000178919,FOXE1,U2OS,0.0,0.0,0.0
ENSG00000178921,PFAS,U2OS,21.5,26.8,20.6
ENSG00000178922,HYI,U2OS,0.0,0.0,0.0
ENSG00000178950,GAK,U2OS,18.2,22.7,17.5
ENSG00000178952,TUFM,U2OS,125.5,156.3,120.4
ENSG00000178974,FBXO34,U2OS,24.4,30.4,23.4
ENSG00000178982,EIF3K,U2OS,127.5,158.8,122.4
ENSG00000178999,AURKB,U2OS,84.3,105.1,80.7
ENSG00000179059,ZFP42,U2OS,0.3,0.3,0.2
ENSG00000179091,CYC1,U2OS,326.9,407.4,313.8
ENSG00000179111,HES7,U2OS,1.2,1.5,1.1
ENSG00000179115,FARSA,U2OS,39.4,49.0,38.1
ENSG00000179142,CYP11B2,U2OS,0.0,0.0,0.0
ENSG00000179148,ALOXE3,U2OS,1.3,1.6,1.2
ENSG00000179262,RAD23A,U2OS,42.2,52.4,40.8
ENSG00000179295,PTPN11,U2OS,94.5,117.8,90.9
ENSG00000179335,CLK3,U2OS,26.8,33.5,25.7
ENSG00000179344,HLA-DQB1,U2OS,0.4,0.5,0.4
ENSG00000179348,GATA2,U2OS,0.6,0.7,0.6
ENSG00000179361,ARID3B,U2OS,4.6,5.8,4.4
ENSG00000179455,MKRN3,U2OS,11.8,14.8,11.4
ENSG00000179456,ZBTB18,U2OS,11.9,14.8,11.4
ENSG00000179477,ALOX12B,U2OS,0.2,0.3,0.2
ENSG00000179520,SLC17A8,U2OS,0.0,0.0,0.0
ENSG00000179528,LBX2,U2OS,7.2,9.0,6.9
ENSG00000179580,RNF151,U2OS,0.2,0.3,0.2
ENSG00000179583,CIITA,U2OS,0.9,1.1,0.8
ENSG00000179588,ZFPM1,U2OS,2.8,3.5,2.7
ENSG00000179593,ALOX15B,U2OS,0.0,0.0,0.0
ENSG00000179603,GRM8,U2OS,1.2,1.5,1.2
ENSG00000179627,ZBTB42,U2OS,3.4,4.2,3.2
ENSG00000179709,NLRP8,U2OS,0.0,0.0,0.0
ENSG00000179750,APOBEC3B,U2OS,86.5,107.9,82.4
ENSG00000179761,PIPOX,U2OS,0.3,0.3,0.2
ENSG00000179772,FOXS1,U2OS,14.7,18.3,13.9
ENSG00000179774,ATOH7,U2OS,0.1,0.2,0.1
ENSG00000179817,MRGPRX4,U2OS,0.0,0.0,0.0
ENSG00000179826,MRGPRX3,U2OS,0.8,1.0,0.8
ENSG00000179833,SERTAD2,U2OS,30.2,37.6,29.2
ENSG00000179841,AKAP5,U2OS,4.0,5.0,3.8
ENSG00000179862,CITED4,U2OS,0.0,0.0,0.0
ENSG00000179869,ABCA13,U2OS,6.0,7.5,5.7
ENSG00000179873,NLRP11,U2OS,1.9,2.3,1.8
ENSG00000179909,ZNF154,U2OS,0.3,0.4,0.3
ENSG00000179913,B3GNT3,U2OS,3.8,4.8,3.7
ENSG00000179918,SEPHS2,U2OS,32.3,40.2,31.0
ENSG00000179921,GPBAR1,U2OS,0.1,0.1,0.1
ENSG00000179981,TSHZ1,U2OS,5.9,7.3,5.6
ENSG00000179988,PSTK,U2OS,2.8,3.5,2.7
ENSG00000180008,SOCS4,U2OS,21.6,26.9,20.8
ENSG00000180011,ZADH2,U2OS,22.3,27.8,21.3
ENSG00000180138,CSNK1A1L,U2OS,0.0,0.0,0.0
ENSG00000180182,MED14,U2OS,24.4,30.5,23.4
ENSG00000180185,FAHD1,U2OS,26.4,32.9,25.3
ENSG00000180210,F2,U2OS,0.1,0.2,0.1
ENSG00000180233,ZNRF2,U2OS,8.0,10.0,7.7
ENSG00000180245,RRH,U2OS,0.0,0.1,0.0
ENSG00000180269,GPR139,U2OS,0.0,0.0,0.0
ENSG00000180287,PLD5,U2OS,4.0,5.0,3.9
ENSG00000180304,OAZ2,U2OS,101.7,126.8,97.5
ENSG00000180316,PNPLA1,U2OS,0.1,0.1,0.1
ENSG00000180318,ALX1,U2OS,0.0,0.0,0.0
ENSG00000180370,PAK2,U2OS,27.5,34.2,26.4
ENSG00000180432,CYP8B1,U2OS,0.2,0.2,0.2
ENSG00000180530,NRIP1,U2OS,7.5,9.4,7.2
